"codex","place","gender","hill_size_x","team","season","hill_size_y","k.point","meter.value","gate.factor","wind.factor","type","date","id","training","country"
3005,"Liberec","Women",NA,0,2011,100,NA,NA,NA,NA,2,"2010-10-01","2011JP3005RTRIA",1,"CZE"
3005,"Liberec","Women",NA,0,2011,100,NA,NA,NA,NA,2,"2010-10-01","2011JP3005RLT",1,"CZE"
3005,"Liberec","Women",NA,0,2011,100,NA,NA,NA,NA,2,"2010-10-01","2011JP3005RL",0,"CZE"
3109,"Pragelato","Men",140,0,2010,140,125,1.8,7.56,9.36,2,"2009-08-12","2010JP3109RLT",1,"ITA"
3109,"Pragelato","Men",140,0,2010,140,125,1.8,7.56,9.36,2,"2009-08-12","2010JP3109RLQ",0,"ITA"
3109,"Pragelato","Men",140,0,2010,140,125,1.8,7.56,9.36,2,"2009-08-12","2010JP3109RL",0,"ITA"
3094,"Klingenthal","Men",140,0,2010,140,125,1.8,7.56,9.36,2,"2009-10-03","2010JP3094RTRIA",1,"GER"
3094,"Klingenthal","Men",140,0,2010,140,125,1.8,7.56,9.36,2,"2009-10-03","2010JP3094RLT",1,"GER"
3094,"Klingenthal","Men",140,0,2010,140,125,1.8,7.56,9.36,2,"2009-10-03","2010JP3094RLQ",0,"GER"
3094,"Klingenthal","Men",140,0,2010,140,125,1.8,7.56,9.36,2,"2009-10-03","2010JP3094RL",0,"GER"
3086,"Hinterzarten","Men",108,0,2010,108,95,2,6.4,7.2,2,"2009-08-09","2010JP3086RTRIA",1,"GER"
3086,"Hinterzarten","Men",108,0,2010,108,95,2,6.4,7.2,2,"2009-08-09","2010JP3086RLT",1,"GER"
3086,"Hinterzarten","Men",108,0,2010,108,95,2,6.4,7.2,2,"2009-08-09","2010JP3086RLQ",0,"GER"
3086,"Hinterzarten","Men",108,0,2010,108,95,2,6.4,7.2,2,"2009-08-09","2010JP3086RL",0,"GER"
3084,"Hinterzarten","Men",108,1,2010,108,95,2,6.4,7.2,2,"2009-08-08","2010JP3084RTRIA",1,"GER"
3084,"Hinterzarten","Men",108,1,2010,108,95,2,6.4,7.2,2,"2009-08-08","2010JP3084RL",0,"GER"
3076,"Einsiedeln","Men",117,0,2010,117,105,1.8,6.3,7.38,2,"2009-08-16","2010JP3076RTRIA",1,"SUI"
3076,"Einsiedeln","Men",117,0,2010,117,105,1.8,6.3,7.38,2,"2009-08-16","2010JP3076RLT",1,"SUI"
3076,"Einsiedeln","Men",117,0,2010,117,105,1.8,6.3,7.38,2,"2009-08-16","2010JP3076RLQ",0,"SUI"
3076,"Einsiedeln","Men",117,0,2010,117,105,1.8,6.3,7.38,2,"2009-08-16","2010JP3076RL",0,"SUI"
3061,"Hakuba","Men",131,0,2010,131,120,1.8,8.82,10.44,2,"2009-08-30","2010JP3061RLQ",0,"JPN"
3061,"Hakuba","Men",131,0,2010,131,120,1.8,8.82,10.44,2,"2009-08-30","2010JP3061RL",0,"JPN"
3060,"Hakuba","Men",131,0,2010,131,120,1.8,8.82,10.44,2,"2009-08-29","2010JP3060RTRIA",1,"JPN"
3060,"Hakuba","Men",131,0,2010,131,120,1.8,8.82,10.44,2,"2009-08-29","2010JP3060RLT",1,"JPN"
3060,"Hakuba","Men",131,0,2010,131,120,1.8,8.82,10.44,2,"2009-08-29","2010JP3060RLQ",0,"JPN"
3060,"Hakuba","Men",131,0,2010,131,120,1.8,8.82,10.44,2,"2009-08-29","2010JP3060RL",0,"JPN"
3059,"Zakopane","Men",134,0,2010,134,120,1.8,7.2,8.82,2,"2009-08-23","2010JP3059RLQ",0,"POL"
3059,"Zakopane","Men",134,0,2010,134,120,1.8,7.2,8.82,2,"2009-08-23","2010JP3059RL",0,"POL"
3058,"Zakopane","Men",134,0,2010,134,120,1.8,7.2,8.82,2,"2009-08-22","2010JP3058RTRIA",1,"POL"
3058,"Zakopane","Men",134,0,2010,134,120,1.8,7.2,8.82,2,"2009-08-22","2010JP3058RLT",1,"POL"
3058,"Zakopane","Men",134,0,2010,134,120,1.8,7.2,8.82,2,"2009-08-22","2010JP3058RLQ",0,"POL"
3058,"Zakopane","Men",134,0,2010,134,120,1.8,7.2,8.82,2,"2009-08-22","2010JP3058RL",0,"POL"
3056,"Courchevel","Men",132,0,2010,140,120,1.8,7.2,8.64,2,"2009-08-14","2010JP3056RTRIA",1,"FRA"
3056,"Courchevel","Men",132,0,2010,140,120,1.8,7.2,8.64,2,"2009-08-14","2010JP3056RLT",1,"FRA"
3056,"Courchevel","Men",132,0,2010,140,120,1.8,7.2,8.64,2,"2009-08-14","2010JP3056RLQ",0,"FRA"
3056,"Courchevel","Men",132,0,2010,140,120,1.8,9,10.44,2,"2009-08-14","2010JP3056RL",0,"FRA"
3003,"Planica","Men",240,1,2021,240,200,1.2,8.64,14.4,4,"2020-12-13","2021JP3003RTRIA",1,"SLO"
3003,"Planica","Men",240,1,2021,240,200,1.2,8.64,14.4,4,"2020-12-13","2021JP3003RL",0,"SLO"
3002,"Planica","Men",240,0,2021,240,200,1.2,8.64,14.4,4,"2020-12-12","2021JP3002RTRIA",1,"SLO"
3002,"Planica","Men",240,0,2021,240,200,1.2,8.64,14.4,4,"2020-12-12","2021JP3002RL",0,"SLO"
3001,"Planica","Men",240,0,2021,240,200,1.2,8.64,14.4,4,"2020-12-10","2021JP3001RLT",1,"SLO"
3001,"Planica","Men",240,0,2021,240,200,1.2,8.64,14.4,4,"2020-12-10","2021JP3001RLQ",0,"SLO"
3265,"Oberstdorf","Men",235,0,2018,235,200,1.2,8.1,14.4,4,"2018-01-20","2018JP3265RTRIA",1,"GER"
3265,"Oberstdorf","Men",235,0,2018,235,200,1.2,8.1,14.4,4,"2018-01-20","2018JP3265RL",0,"GER"
3139,"Oberstdorf","Men",235,1,2018,235,200,1.2,8.1,14.4,4,"2018-01-21","2018JP3139RTRIA",1,"GER"
3139,"Oberstdorf","Men",235,1,2018,235,200,1.2,8.1,14.4,4,"2018-01-21","2018JP3139RL",0,"GER"
3137,"Oberstdorf","Men",235,0,2018,235,200,1.2,8.1,14.4,4,"2018-01-19","2018JP3137RLT",1,"GER"
3137,"Oberstdorf","Men",235,0,2018,235,200,1.2,8.1,14.4,4,"2018-01-19","2018JP3137RLQ",0,"GER"
3723,"Tauplitz/Bad Mitterndorf","Men",225,1,2016,225,200,1.2,8.1,14.4,4,"2016-01-17","2016JP3723RL",0,"AUT"
3722,"Tauplitz/Bad Mitterndorf","Men",225,0,2016,225,200,1.2,8.1,14.4,4,"2016-01-16","2016JP3722RTRIA",1,"AUT"
3722,"Tauplitz/Bad Mitterndorf","Men",225,0,2016,225,200,1.2,8.1,14.4,4,"2016-01-16","2016JP3722RL",0,"AUT"
3720,"Tauplitz/Bad Mitterndorf","Men",225,0,2016,225,200,1.2,8.1,14.4,4,"2016-01-14","2016JP3720RLT",1,"AUT"
3720,"Tauplitz/Bad Mitterndorf","Men",225,0,2016,225,200,1.2,8.1,14.4,4,"2016-01-14","2016JP3720RLQ",0,"AUT"
3806,"Harrachov","Men",205,0,2014,205,185,1.2,7.38,10.8,4,"2014-03-14","2014JP3806RTRIA",1,"CZE"
3806,"Harrachov","Men",205,0,2014,205,185,1.2,7.38,10.8,4,"2014-03-14","2014JP3806RL",0,"CZE"
3805,"Harrachov","Men",205,0,2014,205,185,1.2,7.38,10.8,4,"2014-03-13","2014JP3805RLT",1,"CZE"
3805,"Harrachov","Men",205,0,2014,205,185,1.2,7.38,10.8,4,"2014-03-13","2014JP3805RLQ",0,"CZE"
3166,"Vikersund","Men",225,1,2012,225,195,1.2,8.1,14.4,4,"2012-02-26","2012JP3166RTRIA",1,"NOR"
3166,"Vikersund","Men",225,1,2012,225,195,1.2,8.1,14.4,4,"2012-02-26","2012JP3166RL",0,"NOR"
3164,"Vikersund","Men",225,0,2012,225,195,1.2,8.1,14.4,4,"2012-02-25","2012JP3164RL",0,"NOR"
3163,"Vikersund","Men",225,0,2012,225,195,1.2,8.1,14.4,4,"2012-02-23","2012JP3163RLT",1,"NOR"
3163,"Vikersund","Men",225,0,2012,225,195,1.2,8.1,14.4,4,"2012-02-23","2012JP3163RLQ",0,"NOR"
3055,"Planica","Men",215,1,2010,215,185,1.2,7.74,10.74,4,"2010-03-21","2010JP3055RTRIA",1,"SLO"
3055,"Planica","Men",215,1,2010,215,185,1.2,7.74,10.74,4,"2010-03-21","2010JP3055RL",0,"SLO"
3054,"Planica","Men",215,0,2010,215,185,1.2,7.74,10.74,4,"2010-03-20","2010JP3054RTRIA",1,"SLO"
3054,"Planica","Men",215,0,2010,215,185,1.2,7.74,10.74,4,"2010-03-20","2010JP3054RL",0,"SLO"
3052,"Planica","Men",215,0,2010,215,185,1.2,7.74,10.74,4,"2010-03-18","2010JP3052RLT",1,"SLO"
3052,"Planica","Men",215,0,2010,215,185,1.2,7.74,10.74,4,"2010-03-18","2010JP3052RLQ",0,"SLO"
3196,"Engelberg","Men",137,0,2010,137,125,1.8,NA,NA,0,"2009-12-20","2010JP3196RLQ",0,"SUI"
3051,"Oslo","Men",134,0,2010,134,120,1.8,7.24,8.82,0,"2010-03-14","2010JP3051RTRIA",1,"NOR"
3051,"Oslo","Men",134,0,2010,134,120,1.8,7.24,8.82,0,"2010-03-14","2010JP3051RL",0,"NOR"
3050,"Oslo","Men",134,0,2010,134,120,1.8,7.24,8.82,0,"2010-03-13","2010JP3050RLT",1,"NOR"
3050,"Oslo","Men",134,0,2010,134,120,1.8,7.24,8.82,0,"2010-03-13","2010JP3050RLQ",0,"NOR"
3049,"Lillehammer","Men",138,0,2010,138,123,1.8,7.45,9.18,0,"2010-03-12","2010JP3049RTRIA",1,"NOR"
3049,"Lillehammer","Men",138,0,2010,138,123,1.8,7.45,9.18,0,"2010-03-12","2010JP3049RL",0,"NOR"
3048,"Lillehammer","Men",138,0,2010,138,123,1.8,7.45,9.18,0,"2010-03-11","2010JP3048RLT",1,"NOR"
3048,"Lillehammer","Men",138,0,2010,138,123,1.8,7.45,9.18,0,"2010-03-11","2010JP3048RLQ",0,"NOR"
3047,"Kuopio","Men",127,0,2010,127,120,1.8,6.86,8.19,0,"2010-03-09","2010JP3047RLT",1,"FIN"
3047,"Kuopio","Men",127,0,2010,127,120,1.8,6.86,8.19,0,"2010-03-09","2010JP3047RL",0,"FIN"
3045,"Lahti","Men",130,0,2010,130,116,1.8,7.02,8.46,0,"2010-03-07","2010JP3045RTRIA",1,"FIN"
3045,"Lahti","Men",130,0,2010,130,116,1.8,7.02,8.46,0,"2010-03-07","2010JP3045RL",0,"FIN"
3044,"Lahti","Men",130,1,2010,130,116,1.8,7.02,8.46,0,"2010-03-06","2010JP3044RTRIA",1,"FIN"
3044,"Lahti","Men",130,1,2010,130,116,1.8,7.02,8.46,0,"2010-03-06","2010JP3044RL",0,"FIN"
3043,"Lahti","Men",130,0,2010,130,116,1.8,7.02,8.46,0,"2010-03-05","2010JP3043RLT",1,"FIN"
3043,"Lahti","Men",130,0,2010,130,116,1.8,7.02,8.46,0,"2010-03-05","2010JP3043RLQ",0,"FIN"
3037,"Willingen","Men",145,1,2010,145,130,1.8,7.83,9.81,0,"2010-02-07","2010JP3037RTRIA",1,"GER"
3037,"Willingen","Men",145,1,2010,145,130,1.8,7.83,9.81,0,"2010-02-07","2010JP3037RL",0,"GER"
3036,"Willingen","Men",145,0,2010,145,130,1.8,7.83,9.81,0,"2010-02-06","2010JP3036RTRIA",1,"GER"
3036,"Willingen","Men",145,0,2010,145,130,1.8,7.83,9.81,0,"2010-02-06","2010JP3036RL",0,"GER"
3035,"Willingen","Men",145,0,2010,145,130,1.8,7.83,9.81,0,"2010-02-05","2010JP3035RLT",1,"GER"
3035,"Willingen","Men",145,0,2010,145,130,1.8,7.83,9.81,0,"2010-02-05","2010JP3035RLQ",0,"GER"
3034,"Klingenthal","Men",140,0,2010,140,125,1.8,7.56,9.36,0,"2010-02-03","2010JP3034RTRIA",1,"GER"
3034,"Klingenthal","Men",140,0,2010,140,125,1.8,7.56,9.36,0,"2010-02-03","2010JP3034RL",0,"GER"
3033,"Klingenthal","Men",140,0,2010,140,125,1.8,7.56,9.36,0,"2010-02-02","2010JP3033RLT",1,"GER"
3033,"Klingenthal","Men",140,0,2010,140,125,1.8,7.56,9.36,0,"2010-02-02","2010JP3033RLQ",0,"GER"
3032,"Oberstdorf","Men",213,0,2010,213,185,1.2,7.67,10.62,0,"2010-01-31","2010JP3032RTRIA",1,"GER"
3032,"Oberstdorf","Men",213,0,2010,213,185,1.2,7.67,10.62,0,"2010-01-31","2010JP3032RL",0,"GER"
3031,"Oberstdorf","Men",213,1,2010,213,185,1.2,7.67,10.62,0,"2010-01-30","2010JP3031RTRIA",1,"GER"
3031,"Oberstdorf","Men",213,1,2010,213,185,1.2,7.67,10.62,0,"2010-01-30","2010JP3031RL",0,"GER"
3030,"Oberstdorf","Men",213,0,2010,213,185,1.2,7.67,10.62,0,"2010-01-29","2010JP3030RLT",1,"GER"
3030,"Oberstdorf","Men",213,0,2010,213,185,1.2,7.67,10.62,0,"2010-01-29","2010JP3030RLQ",0,"GER"
3029,"Zakopane","Men",134,0,2010,134,120,1.8,NA,NA,0,"2010-01-23","2010JP3029RLQ",0,"POL"
3029,"Zakopane","Men",134,0,2010,134,120,1.8,NA,NA,0,"2010-01-23","2010JP3029RL",0,"POL"
3028,"Zakopane","Men",134,0,2010,134,120,1.8,NA,NA,0,"2010-01-22","2010JP3028RTRIA",1,"POL"
3028,"Zakopane","Men",134,0,2010,134,120,1.8,NA,NA,0,"2010-01-22","2010JP3028RL",0,"POL"
3027,"Zakopane","Men",134,0,2010,134,120,1.8,NA,NA,0,"2010-01-21","2010JP3027RLT",1,"POL"
3027,"Zakopane","Men",134,0,2010,134,120,1.8,NA,NA,0,"2010-01-21","2010JP3027RLQ",0,"POL"
3026,"Sapporo","Men",134,0,2010,134,120,1.8,NA,NA,0,"2010-01-17","2010JP3026RLQ",0,"JPN"
3026,"Sapporo","Men",134,0,2010,134,120,1.8,NA,NA,0,"2010-01-17","2010JP3026RL",0,"JPN"
3025,"Sapporo","Men",134,0,2010,134,120,1.8,NA,NA,0,"2010-01-16","2010JP3025RTRIA",1,"JPN"
3025,"Sapporo","Men",134,0,2010,134,120,1.8,NA,NA,0,"2010-01-16","2010JP3025RL",0,"JPN"
3024,"Sapporo","Men",134,0,2010,134,120,1.8,NA,NA,0,"2010-01-15","2010JP3024RLT",1,"JPN"
3024,"Sapporo","Men",134,0,2010,134,120,1.8,NA,NA,0,"2010-01-15","2010JP3024RLQ",0,"JPN"
3023,"Tauplitz/Bad Mitterndorf","Men",200,0,2010,200,185,1.2,NA,NA,0,"2010-01-10","2010JP3023RL",0,"AUT"
3022,"Tauplitz/Bad Mitterndorf","Men",200,0,2010,200,185,1.2,NA,NA,0,"2010-01-09","2010JP3022RTRIA",1,"AUT"
3022,"Tauplitz/Bad Mitterndorf","Men",200,0,2010,200,185,1.2,NA,NA,0,"2010-01-09","2010JP3022RL",0,"AUT"
3021,"Tauplitz/Bad Mitterndorf","Men",200,0,2010,200,185,1.2,NA,NA,0,"2010-01-08","2010JP3021RLT",1,"AUT"
3021,"Tauplitz/Bad Mitterndorf","Men",200,0,2010,200,185,1.2,NA,NA,0,"2010-01-08","2010JP3021RLQ",0,"AUT"
3020,"Bischofshofen","Men",140,0,2010,140,125,1.8,NA,NA,0,"2010-01-06","2010JP3020RTRIA",1,"AUT"
3020,"Bischofshofen","Men",140,0,2010,140,125,1.8,NA,NA,0,"2010-01-06","2010JP3020RL",0,"AUT"
3019,"Bischofshofen","Men",140,0,2010,140,125,1.8,NA,NA,0,"2010-01-05","2010JP3019RLT",1,"AUT"
3019,"Bischofshofen","Men",140,0,2010,140,125,1.8,NA,NA,0,"2010-01-05","2010JP3019RLQ",0,"AUT"
3018,"Innsbruck","Men",130,0,2010,130,120,1.8,NA,NA,0,"2010-01-03","2010JP3018RL",0,"AUT"
3017,"Innsbruck","Men",130,0,2010,130,120,1.8,NA,NA,0,"2010-01-03","2010JP3017RLT",1,"AUT"
3017,"Innsbruck","Men",130,0,2010,130,120,1.8,NA,NA,0,"2010-01-03","2010JP3017RLQ",0,"AUT"
3016,"Garmisch-Partenkirchen","Men",140,0,2010,140,125,1.8,NA,NA,0,"2010-01-01","2010JP3016RTRIA",1,"GER"
3016,"Garmisch-Partenkirchen","Men",140,0,2010,140,125,1.8,NA,NA,0,"2010-01-01","2010JP3016RL",0,"GER"
3015,"Garmisch-Partenkirchen","Men",140,0,2010,140,125,1.8,NA,NA,0,"2009-12-31","2010JP3015RLT",1,"GER"
3015,"Garmisch-Partenkirchen","Men",140,0,2010,140,125,1.8,NA,NA,0,"2009-12-31","2010JP3015RLQ",0,"GER"
3014,"Oberstdorf","Men",137,0,2010,137,120,1.8,NA,NA,0,"2009-12-29","2010JP3014RTRIA",1,"GER"
3014,"Oberstdorf","Men",137,0,2010,137,120,1.8,NA,NA,0,"2009-12-29","2010JP3014RL",0,"GER"
3013,"Oberstdorf","Men",137,0,2010,137,120,1.8,NA,NA,0,"2009-12-28","2010JP3013RLT",1,"GER"
3013,"Oberstdorf","Men",137,0,2010,137,120,1.8,NA,NA,0,"2009-12-28","2010JP3013RLQ",0,"GER"
3012,"Engelberg","Men",137,0,2010,137,125,1.8,NA,NA,0,"2009-12-20","2010JP3012RL",0,"SUI"
3011,"Engelberg","Men",137,0,2010,137,125,1.8,NA,NA,0,"2009-12-19","2010JP3011RL",0,"SUI"
3010,"Engelberg","Men",137,0,2010,137,125,1.8,NA,NA,0,"2009-12-19","2010JP3010RLQ",0,"SUI"
3008,"Engelberg","Men",137,0,2010,137,125,1.8,NA,NA,0,"2009-12-18","2010JP3008RL",0,"SUI"
3007,"Engelberg","Men",137,0,2010,137,125,1.8,NA,NA,0,"2009-12-18","2010JP3007RLT",1,"SUI"
3007,"Engelberg","Men",137,0,2010,137,125,1.8,NA,NA,0,"2009-12-18","2010JP3007RLQ",0,"SUI"
3006,"Lillehammer","Men",138,0,2010,140,123,1.8,NA,NA,0,"2009-12-06","2010JP3006RLQ",0,"NOR"
3006,"Lillehammer","Men",138,0,2010,140,123,1.8,NA,NA,0,"2009-12-06","2010JP3006RL",0,"NOR"
3005,"Lillehammer","Men",138,0,2010,140,123,1.8,NA,NA,0,"2009-12-05","2010JP3005RTRIA",1,"NOR"
3005,"Lillehammer","Men",138,0,2010,140,123,1.8,NA,NA,0,"2009-12-05","2010JP3005RL",0,"NOR"
3004,"Lillehammer","Men",138,0,2010,140,123,1.8,NA,NA,0,"2009-12-04","2010JP3004RLT",1,"NOR"
3004,"Lillehammer","Men",138,0,2010,140,123,1.8,NA,NA,0,"2009-12-04","2010JP3004RLQ",0,"NOR"
3003,"Ruka","Men",142,0,2010,142,120,1.8,NA,NA,0,"2009-11-28","2010JP3003RTRIA",1,"FIN"
3003,"Ruka","Men",142,0,2010,142,120,1.8,NA,NA,0,"2009-11-28","2010JP3003RL",0,"FIN"
3002,"Ruka","Men",142,1,2010,142,120,1.8,NA,NA,0,"2009-11-27","2010JP3002RL",0,"FIN"
3001,"Ruka","Men",142,0,2010,142,120,1.8,NA,NA,0,"2009-11-27","2010JP3001RLT",1,"FIN"
3001,"Ruka","Men",142,0,2010,142,120,1.8,NA,NA,0,"2009-11-27","2010JP3001RLQ",0,"FIN"
3947,"Wisla","Men",134,0,2015,134,120,1.8,7.24,9.9,1,"2015-01-11","2015JP3947RTRIA",1,"POL"
3947,"Wisla","Men",134,0,2015,134,120,1.8,7.24,9.9,1,"2015-01-11","2015JP3947RL",0,"POL"
3946,"Wisla","Men",134,0,2015,134,120,1.8,7.24,9.9,1,"2015-01-10","2015JP3946RLT",1,"POL"
3946,"Wisla","Men",134,0,2015,134,120,1.8,7.24,9.9,1,"2015-01-10","2015JP3946RL",0,"POL"
3940,"Iron Mountain, MI","Men",133,0,2015,133,120,1.8,7.18,8.73,1,"2015-02-21","2015JP3940RL",0,"USA"
3939,"Iron Mountain, MI","Men",133,0,2015,133,120,1.8,7.18,8.73,1,"2015-02-21","2015JP3939RLT",1,"USA"
3939,"Iron Mountain, MI","Men",133,0,2015,133,120,1.8,7.18,8.73,1,"2015-02-21","2015JP3939RL",0,"USA"
3927,"Falun","Women",100,0,2015,100,90,2,6,6.4,1,"2015-01-18","2015JP3927RL",0,"SWE"
3926,"Falun","Women",100,0,2015,100,90,2,6,6.4,1,"2015-01-18","2015JP3926RLT",1,"SWE"
3926,"Falun","Women",100,0,2015,100,90,2,6,6.4,1,"2015-01-18","2015JP3926RL",0,"SWE"
3918,"Engelberg","Men",137,0,2015,137,125,1.8,7.4,9.9,1,"2014-12-28","2015JP3918RL",0,"SUI"
3917,"Engelberg","Men",137,0,2015,137,125,1.8,7.4,9.9,1,"2014-12-27","2015JP3917RLT",1,"SUI"
3917,"Engelberg","Men",137,0,2015,137,125,1.8,7.4,9.9,1,"2014-12-27","2015JP3917RL",0,"SUI"
3905,"Planica","Men",139,0,2015,139,125,1.8,7.51,9.9,1,"2015-01-25","2015JP3905RTRIA",1,"SLO"
3905,"Planica","Men",139,0,2015,139,125,1.8,7.51,9.9,1,"2015-01-25","2015JP3905RL",0,"SLO"
3904,"Planica","Men",139,0,2015,139,125,1.8,7.51,9.9,1,"2015-01-24","2015JP3904RTRIA",1,"SLO"
3904,"Planica","Men",139,0,2015,139,125,1.8,7.51,9.9,1,"2015-01-24","2015JP3904RLT",1,"SLO"
3904,"Planica","Men",139,0,2015,139,125,1.8,7.51,9.9,1,"2015-01-24","2015JP3904RL",0,"SLO"
3899,"Nizhny Tagil","Men",134,0,2015,134,120,1.8,7.24,8.82,1,"2015-03-15","2015JP3899RTRIA",1,"RUS"
3899,"Nizhny Tagil","Men",134,0,2015,134,120,1.8,7.24,8.82,1,"2015-03-15","2015JP3899RL",0,"RUS"
3898,"Nizhny Tagil","Men",134,0,2015,134,120,1.8,7.24,8.82,1,"2015-03-14","2015JP3898RTRIA",1,"RUS"
3898,"Nizhny Tagil","Men",134,0,2015,134,120,1.8,7.24,8.82,1,"2015-03-14","2015JP3898RLT",1,"RUS"
3898,"Nizhny Tagil","Men",134,0,2015,134,120,1.8,7.24,8.82,1,"2015-03-14","2015JP3898RL",0,"RUS"
3892,"Zakopane","Men",134,0,2015,134,120,1.8,7.24,10.8,1,"2015-02-01","2015JP3892RTRIA",1,"POL"
3892,"Zakopane","Men",134,0,2015,134,120,1.8,7.24,10.8,1,"2015-02-01","2015JP3892RL",0,"POL"
3891,"Zakopane","Men",134,0,2015,134,120,1.8,7.24,10.8,1,"2015-01-31","2015JP3891RTRIA",1,"POL"
3891,"Zakopane","Men",134,0,2015,134,120,1.8,7.24,10.8,1,"2015-01-31","2015JP3891RLT",1,"POL"
3891,"Zakopane","Men",134,0,2015,134,120,1.8,7.24,10.8,1,"2015-01-31","2015JP3891RL",0,"POL"
3877,"Rena","Men",139,0,2015,139,124,1.8,7.51,9.27,1,"2014-12-14","2015JP3877RL",0,"NOR"
3876,"Rena","Men",139,0,2015,139,124,1.8,7.51,9.27,1,"2014-12-14","2015JP3876RLT",1,"NOR"
3876,"Rena","Men",139,0,2015,139,124,1.8,7.51,9.27,1,"2014-12-14","2015JP3876RL",0,"NOR"
3875,"Rena","Men",111,0,2015,111,99,2,6.66,7.5,1,"2014-12-12","2015JP3875RTRIA",1,"NOR"
3875,"Rena","Men",111,0,2015,111,99,2,6.66,7.5,1,"2014-12-12","2015JP3875RLT",1,"NOR"
3875,"Rena","Men",111,0,2015,111,99,2,6.66,7.5,1,"2014-12-12","2015JP3875RL",0,"NOR"
3874,"Notodden","Women",100,0,2015,98,90,2,NA,NA,1,"2014-12-13","2015JP3874RTRIA",1,"NOR"
3874,"Notodden","Women",100,0,2015,98,90,2,NA,NA,1,"2014-12-13","2015JP3874RL",0,"NOR"
3873,"Notodden","Men",100,0,2015,98,90,2,NA,NA,1,"2014-12-12","2015JP3873RL",0,"NOR"
3872,"Notodden","Women",100,0,2015,98,90,2,NA,NA,1,"2014-12-12","2015JP3872RTRIA",1,"NOR"
3872,"Notodden","Women",100,0,2015,98,90,2,NA,NA,1,"2014-12-12","2015JP3872RLT",1,"NOR"
3872,"Notodden","Women",100,0,2015,98,90,2,NA,NA,1,"2014-12-12","2015JP3872RL",0,"NOR"
3871,"Notodden","Men",100,0,2015,98,90,2,NA,NA,1,"2014-12-11","2015JP3871RTRIA",1,"NOR"
3871,"Notodden","Men",100,0,2015,98,90,2,NA,NA,1,"2014-12-11","2015JP3871RLT",1,"NOR"
3871,"Notodden","Men",100,0,2015,98,90,2,NA,NA,1,"2014-12-11","2015JP3871RL",0,"NOR"
3853,"Sapporo","Men",134,0,2015,134,120,1.8,NA,NA,1,"2015-01-18","2015JP3853RL",0,"JPN"
3852,"Sapporo","Men",134,0,2015,134,120,1.8,NA,NA,1,"2015-01-17","2015JP3852RTRIA",1,"JPN"
3852,"Sapporo","Men",134,0,2015,134,120,1.8,NA,NA,1,"2015-01-17","2015JP3852RLT",1,"JPN"
3852,"Sapporo","Men",134,0,2015,134,120,1.8,NA,NA,1,"2015-01-17","2015JP3852RL",0,"JPN"
3851,"Sapporo","Men",100,0,2015,100,90,2,NA,NA,1,"2015-01-16","2015JP3851RTRIA",1,"JPN"
3851,"Sapporo","Men",100,0,2015,100,90,2,NA,NA,1,"2015-01-16","2015JP3851RLT",1,"JPN"
3851,"Sapporo","Men",100,0,2015,100,90,2,NA,NA,1,"2015-01-16","2015JP3851RL",0,"JPN"
3848,"Titisee-Neustadt","Men",142,0,2015,142,125,1.8,7.67,10.8,1,"2015-03-01","2015JP3848RL",0,"GER"
3847,"Titisee-Neustadt","Men",142,0,2015,142,125,1.8,7.67,10.8,1,"2015-02-28","2015JP3847RLT",1,"GER"
3847,"Titisee-Neustadt","Men",142,0,2015,142,125,1.8,7.67,10.8,1,"2015-02-28","2015JP3847RL",0,"GER"
3846,"Titisee-Neustadt","Men",142,0,2015,142,125,1.8,7.67,10.8,1,"2015-02-28","2015JP3846RL",0,"GER"
3845,"Brotterode","Men",117,0,2015,117,105,1.8,6.32,7.29,1,"2015-02-07","2015JP3845RTRIA",1,"GER"
3845,"Brotterode","Men",117,0,2015,117,105,1.8,6.32,7.29,1,"2015-02-07","2015JP3845RLT",1,"GER"
3845,"Brotterode","Men",117,0,2015,117,105,1.8,6.32,7.29,1,"2015-02-07","2015JP3845RL",0,"GER"
3817,"Lahti","Men",130,0,2015,130,116,1.8,7.56,8.46,1,"2015-02-15","2015JP3817RTRIA",1,"FIN"
3817,"Lahti","Men",130,0,2015,130,116,1.8,7.56,8.46,1,"2015-02-15","2015JP3817RL",0,"FIN"
3816,"Lahti","Men",130,0,2015,130,116,1.8,7.56,8.46,1,"2015-02-14","2015JP3816RTRIA",1,"FIN"
3816,"Lahti","Men",130,0,2015,130,116,1.8,7.56,8.46,1,"2015-02-14","2015JP3816RLT",1,"FIN"
3816,"Lahti","Men",130,0,2015,130,116,1.8,7.56,8.46,1,"2015-02-14","2015JP3816RL",0,"FIN"
3800,"Seefeld","Men",109,0,2015,109,99,2,6.54,7.3,1,"2015-03-08","2015JP3800RTRIA",1,"AUT"
3800,"Seefeld","Men",109,0,2015,109,99,2,6.54,7.3,1,"2015-03-08","2015JP3800RL",0,"AUT"
3799,"Seefeld","Men",109,0,2015,109,99,2,6.54,7.3,1,"2015-03-07","2015JP3799RTRIA",1,"AUT"
3799,"Seefeld","Men",109,0,2015,109,99,2,6.54,7.3,1,"2015-03-07","2015JP3799RLT",1,"AUT"
3799,"Seefeld","Men",109,0,2015,109,99,2,6.54,7.3,1,"2015-03-07","2015JP3799RL",0,"AUT"
3759,"Trondheim","Women",105,0,2015,100,90,2,NA,NA,1,"2014-09-28","2015JP3759RTRIA",1,"NOR"
